"id","numyrs","year","choice","wage","educ","expwc","expbc","expser","manuf","black","lwage","enroll","employ","attrit","exper","expersq","status"
403,9,87,3,31165.779296875,16,0,0,0,0,1,10.3470764160156,0,1,0,0,0,"work"
405,8,87,5,17105.869140625,12,0,2,1,0,1,9.74717712402344,0,1,0,3,9,"work"
407,9,87,4,9677.509765625,12,2,2,0,0,1,9.1775598526001,0,1,0,4,16,"work"
408,10,87,4,19147.419921875,10,0,2,2,0,1,9.85992336273193,0,1,0,4,16,"work"
409,9,87,1,NA,16,2,0,0,0,1,NA,1,0,0,2,4,"school"
410,9,87,1,NA,15,0,0,1,0,1,NA,1,0,0,1,1,"school"
411,10,87,2,NA,12,0,1,0,0,1,NA,0,0,0,1,1,"home"
414,11,87,3,9063.3798828125,14,3,0,0,1,1,9.11199760437012,0,1,0,3,9,"work"
416,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
420,10,87,2,NA,10,0,3,0,0,1,NA,0,0,0,3,9,"home"
421,8,87,2,NA,10,0,0,2,0,1,NA,0,0,0,2,4,"home"
422,11,87,4,10841.73046875,12,1,3,3,0,1,9.29115772247314,0,1,0,7,49,"work"
423,10,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
424,11,87,2,NA,15,0,0,0,0,1,NA,0,0,0,0,0,"home"
425,8,87,1,NA,14,0,0,0,0,1,NA,1,0,0,0,0,"school"
426,11,87,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,"home"
429,8,87,3,41978.55859375,16,1,0,0,1,1,10.6449146270752,0,1,0,1,1,"work"
431,11,87,5,14156.650390625,12,2,1,2,0,1,9.55793952941895,0,1,0,5,25,"work"
432,11,87,2,NA,8,0,0,0,0,1,NA,0,0,0,0,0,"home"
433,10,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
434,9,87,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,"home"
435,11,87,3,24374.400390625,16,3,0,0,0,1,10.1012887954712,0,1,0,3,9,"work"
436,10,87,2,NA,11,2,0,0,0,1,NA,0,0,0,2,4,"home"
437,9,87,4,21936.9609375,12,0,5,0,0,1,9.99592781066895,0,1,0,5,25,"work"
438,8,87,3,NA,15,0,0,0,0,1,NA,0,1,0,0,0,"work"
439,9,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
440,10,87,3,29904.1796875,14,4,1,0,0,1,10.3057537078857,0,1,0,5,25,"work"
441,10,87,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,"home"
442,8,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
443,11,87,2,NA,16,1,1,0,0,1,NA,0,0,0,2,4,"home"
444,9,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
445,11,87,4,20474.5,10,2,1,0,0,1,9.92693519592285,0,1,0,3,9,"work"
447,10,87,5,10237.25,12,3,1,1,0,1,9.23378849029541,0,1,0,5,25,"work"
448,9,87,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,"home"
449,11,87,4,29834.259765625,14,4,2,0,0,1,10.303412437439,0,1,0,6,36,"work"
450,11,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
452,10,87,2,NA,10,0,0,1,0,1,NA,0,0,0,1,1,"home"
453,9,87,2,NA,13,4,0,0,0,1,NA,0,0,0,4,16,"home"
454,8,87,5,11699.7099609375,12,2,0,0,0,1,9.36731910705566,0,1,0,2,4,"work"
457,9,87,3,21449.470703125,14,0,2,0,1,1,9.97345542907715,0,1,0,2,4,"work"
458,11,87,2,NA,7,0,0,1,0,1,NA,0,0,0,1,1,"home"
459,9,87,3,14259.01953125,9,2,0,2,0,1,9.56514453887939,0,1,0,4,16,"work"
460,10,87,5,13405.919921875,11,0,0,4,0,1,9.50345134735107,0,1,0,4,16,"work"
461,9,87,4,12187.2001953125,12,0,4,0,0,1,9.40814113616943,0,1,0,4,16,"work"
462,8,87,4,12187.2001953125,11,0,1,0,0,1,9.40814113616943,0,1,0,1,1,"work"
464,9,87,5,16574.58984375,12,0,1,2,0,1,9.71562576293945,0,1,0,3,9,"work"
465,11,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
466,9,87,5,6463.97021484375,11,1,0,2,0,1,8.77399921417236,0,1,0,3,9,"work"
467,10,87,3,30263.25,17,2,0,0,0,1,10.3176889419556,0,1,0,2,4,"work"
468,9,87,1,NA,17,1,0,0,0,1,NA,1,0,0,1,1,"school"
469,8,87,2,NA,15,1,0,1,0,1,NA,0,0,0,2,4,"home"
470,11,87,4,9901.91015625,10,0,6,2,1,1,9.20048332214355,0,1,0,8,64,"work"
471,11,87,4,10690.330078125,12,0,3,3,1,1,9.27709484100342,0,1,0,6,36,"work"
472,10,87,4,9749.759765625,12,0,3,0,1,1,9.18499755859375,0,1,0,3,9,"work"
473,8,87,2,NA,12,0,3,0,0,1,NA,0,0,0,3,9,"home"
474,10,87,4,15755.6103515625,13,0,4,0,1,1,9.66495132446289,0,1,0,4,16,"work"
475,10,87,4,10724.73046875,15,0,2,1,1,1,9.28030776977539,0,1,0,3,9,"work"
476,8,87,3,13706.8095703125,16,2,0,0,0,1,9.52564811706543,0,1,0,2,4,"work"
478,9,87,4,28108.560546875,12,0,5,1,0,1,10.2438297271729,0,1,0,6,36,"work"
479,9,87,4,16454.669921875,11,0,3,1,0,1,9.70836448669434,0,1,0,4,16,"work"
480,9,87,2,NA,10,0,4,0,0,1,NA,0,0,0,4,16,"home"
481,9,87,4,7483.22998046875,7,0,6,1,0,1,8.92041969299316,0,1,0,7,49,"work"
482,9,87,4,13649.66015625,8,0,4,1,0,1,9.52147006988525,0,1,0,5,25,"work"
483,10,87,4,11477.490234375,8,0,1,1,0,1,9.34814262390137,0,1,0,2,4,"work"
484,10,87,4,7175.81982421875,12,0,2,0,0,1,8.87847232818604,0,1,0,2,4,"work"
485,10,87,4,14312.650390625,12,0,5,0,1,1,9.56889915466309,0,1,0,5,25,"work"
486,9,87,4,8689.66015625,12,0,2,0,0,1,9.06988906860352,0,1,0,2,4,"work"
487,8,87,4,20786.490234375,12,0,5,0,1,1,9.94205856323242,0,1,0,5,25,"work"
488,10,87,4,20688.990234375,11,0,4,2,1,1,9.93735694885254,0,1,0,6,36,"work"
489,9,87,4,15373.419921875,12,0,5,0,1,1,9.64039516448975,0,1,0,5,25,"work"
490,8,87,1,NA,17,0,0,0,0,1,NA,1,0,0,0,0,"school"
491,8,87,3,NA,16,0,0,0,0,1,NA,0,1,0,0,0,"work"
492,8,87,5,NA,12,0,5,0,0,1,NA,0,1,0,5,25,"work"
495,11,87,4,19545.830078125,15,0,1,2,0,1,9.88051700592041,0,1,0,3,9,"work"
496,11,87,2,NA,11,0,3,0,0,1,NA,0,0,0,3,9,"home"
497,9,87,4,13844.66015625,9,0,3,0,0,1,9.53565502166748,0,1,0,3,9,"work"
498,11,87,4,16764.380859375,12,1,6,0,0,1,9.72701168060303,0,1,0,7,49,"work"
500,8,87,4,17505.919921875,13,0,3,1,0,1,9.77029418945313,0,1,0,4,16,"work"
501,10,87,4,19767.169921875,13,0,3,2,0,1,9.89177799224854,0,1,0,5,25,"work"
502,10,87,2,NA,10,0,6,0,0,1,NA,0,0,0,6,36,"home"
503,10,87,4,19499.51953125,8,0,7,0,1,1,9.87814521789551,0,1,0,7,49,"work"
504,10,87,3,35606.12109375,16,4,0,0,0,1,10.4802732467651,0,1,0,4,16,"work"
506,8,87,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,"home"
508,9,87,3,16759.83984375,12,1,4,0,0,1,9.72674083709717,0,1,0,5,25,"work"
510,11,87,4,19495.44921875,12,2,2,0,0,1,9.87793636322021,0,1,0,4,16,"work"
511,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
512,10,87,5,7879.8798828125,12,0,3,0,0,1,8.97206783294678,0,1,0,3,9,"work"
513,8,87,4,6286.16015625,12,0,0,0,0,1,8.74610614776611,0,1,0,0,0,"work"
514,11,87,4,11693.9404296875,12,0,5,0,1,1,9.36682605743408,0,1,0,5,25,"work"
515,11,87,2,NA,11,2,3,0,0,1,NA,0,0,0,5,25,"home"
516,10,87,4,12187.2001953125,12,1,2,0,0,1,9.40814113616943,0,1,0,3,9,"work"
518,9,87,5,5522.14013671875,10,1,1,3,0,1,8.61652088165283,0,1,0,5,25,"work"
519,11,87,2,NA,11,0,3,0,0,1,NA,0,0,0,3,9,"home"
520,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
521,11,87,3,15287.6201171875,15,2,0,1,0,1,9.63479900360107,0,1,0,3,9,"work"
522,11,87,3,13162.169921875,15,3,0,0,0,1,9.4851016998291,0,1,0,3,9,"work"
524,8,87,5,14630.419921875,12,0,0,5,0,1,9.59085845947266,0,1,0,5,25,"work"
525,8,87,4,22339.140625,13,2,2,0,0,1,10.0140953063965,0,1,0,4,16,"work"
529,8,87,5,13749.0302734375,12,0,1,4,0,1,9.52872371673584,0,1,0,5,25,"work"
532,10,87,2,NA,12,0,1,0,0,1,NA,0,0,0,1,1,"home"
533,8,87,3,19936.529296875,16,1,0,0,0,1,9.90030860900879,0,1,0,1,1,"work"
534,8,87,4,8774.7802734375,12,0,1,3,0,1,9.0796365737915,0,1,0,4,16,"work"
536,9,87,4,18719.5390625,16,0,1,0,1,1,9.83732318878174,0,1,0,1,1,"work"
539,11,87,3,29249.279296875,16,2,0,0,1,1,10.2836103439331,0,1,0,2,4,"work"
540,11,87,3,22063.6796875,15,0,1,0,0,1,10.00168800354,0,1,0,1,1,"work"
542,11,87,4,12241.9404296875,10,0,3,0,1,1,9.41262340545654,0,1,0,3,9,"work"
543,9,87,5,6947.7099609375,10,0,1,1,0,1,8.84616756439209,0,1,0,2,4,"work"
544,8,87,5,6215.68017578125,12,0,0,0,0,1,8.73483085632324,0,1,0,0,0,"work"
545,11,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
546,8,87,3,16583.439453125,16,1,0,0,0,1,9.71615982055664,0,1,0,1,1,"work"
547,9,87,5,8513.3896484375,7,0,2,2,0,1,9.04939556121826,0,1,0,4,16,"work"
548,8,87,4,NA,13,0,0,0,0,1,NA,0,1,0,0,0,"work"
550,8,87,4,12182.3203125,11,0,1,2,0,1,9.40774059295654,0,1,0,3,9,"work"
551,10,87,2,NA,9,0,0,0,0,1,NA,0,0,0,0,0,"home"
552,9,87,2,NA,10,0,3,0,0,1,NA,0,0,0,3,9,"home"
553,10,87,2,NA,13,3,0,0,0,1,NA,0,0,0,3,9,"home"
554,11,87,4,26246.349609375,9,0,10,0,0,1,10.1752824783325,0,1,0,10,100,"work"
555,9,87,4,8737.2197265625,9,0,2,1,0,1,9.07534694671631,0,1,0,3,9,"work"
557,11,87,3,13789.7998046875,16,2,0,0,0,1,9.53168487548828,0,1,0,2,4,"work"
558,11,87,4,26288.4609375,12,0,6,0,0,1,10.1768856048584,0,1,0,6,36,"work"
559,8,87,5,7924.93017578125,14,3,0,0,0,1,8.97776889801025,0,1,0,3,9,"work"
560,8,87,5,15989.6103515625,12,0,0,4,0,1,9.67969417572021,0,1,0,4,16,"work"
561,8,87,2,NA,12,0,2,0,0,1,NA,0,0,0,2,4,"home"
562,11,87,5,17522.41015625,10,0,6,2,0,1,9.77123546600342,0,1,0,8,64,"work"
564,10,87,4,11131.150390625,11,0,1,1,NA,1,9.31750297546387,0,1,0,2,4,"work"
565,10,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
567,11,87,3,38421.8515625,14,3,3,0,1,1,10.5563812255859,0,1,0,6,36,"work"
568,8,87,3,17734.16015625,16,1,0,0,1,1,9.78324794769287,0,1,0,1,1,"work"
569,8,87,3,14751.1396484375,11,4,0,0,1,1,9.59907531738281,0,1,0,4,16,"work"
570,10,87,4,33066.30859375,12,1,6,0,1,1,10.4062700271606,0,1,0,7,49,"work"
571,9,87,3,13344.83984375,13,1,3,0,1,1,9.49888515472412,0,1,0,4,16,"work"
572,11,87,2,NA,12,0,1,0,0,1,NA,0,0,0,1,1,"home"
573,8,87,1,NA,17,0,0,0,0,1,NA,1,0,0,0,0,"school"
574,11,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
575,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
576,10,87,4,14436.9599609375,13,0,1,0,1,1,9.57754707336426,0,1,0,1,1,"work"
577,8,87,4,31199.23046875,12,0,0,0,1,1,10.3481483459473,0,1,0,0,0,"work"
578,10,87,4,20718.240234375,11,5,2,0,0,1,9.93876934051514,0,1,0,7,49,"work"
579,10,87,4,15214.4501953125,12,0,6,0,1,1,9.63000106811523,0,1,0,6,36,"work"
580,9,87,2,NA,9,0,1,0,0,1,NA,0,0,0,1,1,"home"
581,7,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
582,8,87,2,NA,13,0,0,0,0,1,NA,0,0,0,0,0,"home"
584,8,87,2,NA,13,2,0,0,0,1,NA,0,0,0,2,4,"home"
587,10,87,3,16808.580078125,12,1,6,0,0,1,9.72964477539063,0,1,0,7,49,"work"
588,10,87,4,19628.44921875,12,0,4,2,1,1,9.88473510742188,0,1,0,6,36,"work"
589,11,87,4,13593.599609375,12,0,3,0,0,1,9.51735401153564,0,1,0,3,9,"work"
590,9,87,2,NA,13,0,4,1,0,1,NA,0,0,0,5,25,"home"
591,8,87,5,7302.56982421875,12,0,1,2,0,1,8.89598178863525,0,1,0,3,9,"work"
592,9,87,4,18758.5390625,12,0,5,0,0,1,9.83940410614014,0,1,0,5,25,"work"
593,10,87,2,NA,7,0,4,0,0,1,NA,0,0,0,4,16,"home"
595,8,87,4,15097.5,12,0,3,1,1,1,9.62228488922119,0,1,0,4,16,"work"
596,8,87,4,11508.080078125,12,3,0,2,0,1,9.35080432891846,0,1,0,5,25,"work"
597,11,87,5,11075.73046875,12,0,2,2,0,1,9.3125114440918,0,1,0,4,16,"work"
598,10,87,3,7507.31005859375,12,0,2,0,0,1,8.92363262176514,0,1,0,2,4,"work"
601,9,87,5,9070.6298828125,12,0,2,4,0,1,9.11279678344727,0,1,0,6,36,"work"
602,10,87,4,10551.6796875,8,0,3,1,1,1,9.26403999328613,0,1,0,4,16,"work"
608,8,87,3,8567.599609375,12,2,0,0,0,1,9.05574321746826,0,1,0,2,4,"work"
609,8,87,4,12747.0595703125,12,0,3,0,1,1,9.45305633544922,0,1,0,3,9,"work"
610,10,87,4,14663.6396484375,11,0,3,2,0,1,9.59312629699707,0,1,0,5,25,"work"
611,8,87,4,9516.83984375,11,0,1,1,NA,1,9.16081809997559,0,1,0,2,4,"work"
612,11,87,4,16126.509765625,10,0,2,1,1,1,9.68822002410889,0,1,0,3,9,"work"
613,9,87,2,NA,11,0,1,2,0,1,NA,0,0,0,3,9,"home"
615,8,87,4,8774.7802734375,10,0,2,0,1,1,9.0796365737915,0,1,0,2,4,"work"
616,8,87,4,14127.400390625,13,0,1,0,0,1,9.55587100982666,0,1,0,1,1,"work"
617,11,87,4,25349.380859375,12,4,0,1,0,1,10.1405096054077,0,1,0,5,25,"work"
618,8,87,4,17978.560546875,12,0,3,0,1,1,9.79693508148193,0,1,0,3,9,"work"
619,9,87,3,15658.599609375,16,1,0,0,0,1,9.65877532958984,0,1,0,1,1,"work"
623,9,87,4,16563.140625,17,0,0,0,0,1,9.71493530273438,0,1,0,0,0,"work"
624,11,87,4,19897.150390625,10,0,2,0,0,1,9.89833164215088,0,1,0,2,4,"work"
625,8,87,3,12187.2001953125,12,2,2,0,0,1,9.40814113616943,0,1,0,4,16,"work"
626,8,87,4,9749.759765625,11,0,3,0,0,1,9.18499755859375,0,1,0,3,9,"work"
627,8,87,4,10724.73046875,12,0,0,1,0,1,9.28030776977539,0,1,0,1,1,"work"
630,10,87,4,6556.2900390625,12,0,4,1,0,1,8.78818035125732,0,1,0,5,25,"work"
631,8,87,2,NA,13,0,0,2,0,1,NA,0,0,0,2,4,"home"
632,10,87,2,NA,12,0,2,1,0,1,NA,0,0,0,3,9,"home"
633,9,87,4,9359.76953125,11,0,3,3,0,1,9.14417552947998,0,1,0,6,36,"work"
635,10,87,5,26948.990234375,12,0,2,2,0,1,10.2017011642456,0,1,0,4,16,"work"
638,11,87,4,9384.1396484375,12,1,4,0,0,1,9.14677619934082,0,1,0,5,25,"work"
639,9,87,2,NA,9,0,2,0,0,1,NA,0,0,0,2,4,"home"
640,11,87,4,15736.1103515625,12,0,7,0,0,1,9.6637134552002,0,1,0,7,49,"work"
641,10,87,4,12187.2001953125,11,0,3,1,0,1,9.40814113616943,0,1,0,4,16,"work"
642,8,87,1,NA,15,0,0,0,0,1,NA,1,0,0,0,0,"school"
644,11,87,5,4907.10986328125,12,2,1,1,0,1,8.49844074249268,0,1,0,4,16,"work"
646,8,87,5,9277.1298828125,12,0,1,1,0,1,9.13530731201172,0,1,0,2,4,"work"
648,11,87,4,24569.390625,11,1,1,0,0,1,10.1092567443848,0,1,0,2,4,"work"
650,10,87,2,NA,12,1,4,0,0,1,NA,0,0,0,5,25,"home"
651,9,87,2,NA,12,0,0,4,0,1,NA,0,0,0,4,16,"home"
652,8,87,3,NA,10,0,1,1,0,1,NA,0,1,0,2,4,"work"
653,11,87,4,14039.650390625,15,2,0,0,1,1,9.54964065551758,0,1,0,2,4,"work"
654,11,87,3,28362.41015625,12,0,1,4,0,1,10.2528200149536,0,1,0,5,25,"work"
656,11,87,4,14519.830078125,11,0,5,1,0,1,9.58327102661133,0,1,0,6,36,"work"
657,11,87,2,NA,12,1,0,5,0,1,NA,0,0,0,6,36,"home"
658,11,87,4,NA,12,1,5,0,1,1,NA,0,1,0,6,36,"work"
659,10,87,5,15502.1201171875,15,0,1,1,0,1,9.64873218536377,0,1,0,2,4,"work"
660,10,87,3,26249.279296875,14,4,0,0,0,1,10.1753940582275,0,1,0,4,16,"work"
661,10,87,4,13634.0595703125,12,0,1,0,0,1,9.52032661437988,0,1,0,1,1,"work"
662,8,87,2,NA,11,0,0,2,0,1,NA,0,0,0,2,4,"home"
663,8,87,3,12760.16015625,10,3,1,0,0,1,9.45408344268799,0,1,0,4,16,"work"
664,11,87,2,NA,8,0,0,0,0,1,NA,0,0,0,0,0,"home"
665,8,87,4,6222.77978515625,12,0,0,0,0,1,8.73597240447998,0,1,0,0,0,"work"
666,9,87,2,NA,10,0,2,0,0,1,NA,0,0,0,2,4,"home"
667,10,87,4,16079.7900390625,15,0,1,0,1,1,9.68531894683838,0,1,0,1,1,"work"
668,10,87,2,NA,12,0,3,0,0,1,NA,0,0,0,3,9,"home"
670,7,87,4,8774.7802734375,12,0,1,0,0,1,9.0796365737915,0,1,0,1,1,"work"
671,10,87,3,28518.0390625,12,0,0,7,0,1,10.2582921981812,0,1,0,7,49,"work"
672,11,87,4,16949.189453125,12,0,5,0,1,1,9.73797512054443,0,1,0,5,25,"work"
673,10,87,4,4874.8798828125,8,0,3,0,0,1,8.49185085296631,0,1,0,3,9,"work"
674,7,87,4,9496.26953125,12,1,3,0,1,1,9.15865421295166,0,1,0,4,16,"work"
675,8,87,4,NA,9,1,1,0,1,1,NA,0,1,0,2,4,"work"
676,9,87,3,17052.330078125,12,1,2,0,0,1,9.74404239654541,0,1,0,3,9,"work"
677,10,87,2,NA,12,0,3,0,0,1,NA,0,0,0,3,9,"home"
678,8,87,2,NA,10,0,2,0,0,1,NA,0,0,0,2,4,"home"
680,8,87,4,25056.880859375,14,0,2,0,0,1,10.1289033889771,0,1,0,2,4,"work"
681,10,87,1,NA,16,0,0,2,0,1,NA,1,0,0,2,4,"school"
683,10,87,4,24364.650390625,12,0,6,0,0,1,10.1008882522583,0,1,0,6,36,"work"
684,9,87,2,NA,9,0,3,2,0,1,NA,0,0,0,5,25,"home"
685,8,87,4,22083.19921875,15,1,1,0,1,1,10.0025720596313,0,1,0,2,4,"work"
686,8,87,4,9749.759765625,12,0,2,1,0,1,9.18499755859375,0,1,0,3,9,"work"
687,10,87,2,NA,11,0,0,7,0,1,NA,0,0,0,7,49,"home"
688,7,87,4,8082.830078125,12,0,1,0,1,1,8.99749755859375,0,1,0,1,1,"work"
690,9,87,4,8579.7900390625,12,0,2,0,0,1,9.05716514587402,0,1,0,2,4,"work"
691,9,87,4,2924.92993164063,12,0,2,0,0,1,7.98102569580078,0,1,0,2,4,"work"
692,9,87,2,NA,9,0,0,1,0,1,NA,0,0,0,1,1,"home"
693,10,87,5,12226.2001953125,12,0,0,4,0,1,9.41133689880371,0,1,0,4,16,"work"
694,11,87,3,19255.76953125,12,0,4,0,1,1,9.86556625366211,0,1,0,4,16,"work"
695,7,87,5,4332.5400390625,12,0,2,0,0,1,8.37390899658203,0,1,0,2,4,"work"
696,11,87,4,19414.2109375,12,0,3,1,0,1,9.87376022338867,0,1,0,4,16,"work"
697,11,87,4,16562.400390625,11,3,2,0,1,1,9.7148904800415,0,1,0,5,25,"work"
698,9,87,4,54362.1015625,11,0,3,0,0,1,10.9034223556519,0,1,0,3,9,"work"
699,11,87,5,27299.330078125,12,2,1,5,0,1,10.214617729187,0,1,0,8,64,"work"
700,9,87,1,NA,17,2,0,0,0,1,NA,1,0,0,2,4,"school"
701,11,87,2,NA,9,0,3,1,0,1,NA,0,0,0,4,16,"home"
702,10,87,3,11549.5703125,10,0,4,1,0,1,9.35440349578857,0,1,0,5,25,"work"
703,11,87,4,9821.7001953125,10,1,4,1,0,1,9.19234943389893,0,1,0,6,36,"work"
704,9,87,3,14566.4599609375,14,1,1,1,0,1,9.58647727966309,0,1,0,3,9,"work"
705,11,87,2,NA,11,0,0,4,0,1,NA,0,0,0,4,16,"home"
706,11,87,3,21078.98046875,16,1,0,2,0,1,9.95603179931641,0,1,0,3,9,"work"
708,9,87,2,NA,12,1,0,0,0,1,NA,0,0,0,1,1,"home"
709,9,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
710,8,87,2,NA,11,0,0,1,0,1,NA,0,0,0,1,1,"home"
711,10,87,2,NA,10,0,1,5,0,1,NA,0,0,0,6,36,"home"
712,10,87,3,14060.1298828125,12,0,0,4,0,1,9.55109882354736,0,1,0,4,16,"work"
713,10,87,5,9142.8203125,10,2,2,3,0,1,9.12072372436523,0,1,0,7,49,"work"
715,11,87,5,12634.01953125,10,3,0,3,0,1,9.44414806365967,0,1,0,6,36,"work"
716,10,87,4,11212.2197265625,11,2,6,0,1,1,9.3247594833374,0,1,0,8,64,"work"
717,10,87,4,11699.7099609375,11,0,5,0,1,1,9.36731910705566,0,1,0,5,25,"work"
718,9,87,4,6557.58984375,9,0,1,0,0,1,8.78837871551514,0,1,0,1,1,"work"
719,10,87,3,22482.939453125,13,6,0,1,0,1,10.0205116271973,0,1,0,7,49,"work"
720,11,87,3,8275.1103515625,10,0,6,1,0,1,9.0210075378418,0,1,0,7,49,"work"
722,10,87,4,8260.7099609375,13,0,1,2,0,1,9.01926612854004,0,1,0,3,9,"work"
723,8,87,4,8701.66015625,11,0,1,3,0,1,9.07126903533936,0,1,0,4,16,"work"
729,8,87,5,7799.81005859375,12,0,0,4,0,1,8.96185493469238,0,1,0,4,16,"work"
730,9,87,4,14059.150390625,16,0,2,0,0,1,9.55102920532227,0,1,0,2,4,"work"
731,9,87,5,8531.0400390625,10,0,0,2,0,1,9.0514669418335,0,1,0,2,4,"work"
732,11,87,2,NA,12,0,0,2,0,1,NA,0,0,0,2,4,"home"
733,9,87,2,NA,12,1,0,0,0,1,NA,0,0,0,1,1,"home"
737,10,87,3,29530.0703125,16,2,0,0,0,1,10.2931642532349,0,1,0,2,4,"work"
738,8,87,2,NA,11,0,0,0,0,1,NA,0,0,0,0,0,"home"
739,10,87,4,16458.130859375,14,0,0,0,0,1,9.70857524871826,0,1,0,0,0,"work"
740,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
741,10,87,2,NA,12,1,1,1,0,1,NA,0,0,0,3,9,"home"
742,9,87,2,NA,10,0,2,0,0,1,NA,0,0,0,2,4,"home"
743,9,87,3,9749.759765625,13,2,0,0,0,1,9.18499755859375,0,1,0,2,4,"work"
745,9,87,4,26061.109375,12,0,5,1,1,1,10.1681995391846,0,1,0,6,36,"work"
746,9,87,4,27301.5703125,11,1,6,0,0,1,10.2146997451782,0,1,0,7,49,"work"
748,8,87,3,18479.5390625,11,2,0,1,0,1,9.82441902160645,0,1,0,3,9,"work"
749,8,87,2,NA,16,0,0,0,0,1,NA,0,0,0,0,0,"home"
752,11,87,2,NA,14,0,4,0,0,1,NA,0,0,0,4,16,"home"
753,10,87,4,35888.9296875,14,4,0,1,0,1,10.4881839752197,0,1,0,5,25,"work"
754,8,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
755,10,87,4,18412.720703125,12,1,1,0,0,1,9.82079696655273,0,1,0,2,4,"work"
756,8,87,4,28669.98046875,12,0,4,0,0,1,10.2636060714722,0,1,0,4,16,"work"
757,11,87,3,18134.55078125,12,3,0,2,0,1,9.80557441711426,0,1,0,5,25,"work"
758,11,87,5,20511.6796875,11,2,1,2,0,1,9.92875003814697,0,1,0,5,25,"work"
759,11,87,2,NA,12,0,3,0,0,1,NA,0,0,0,3,9,"home"
760,11,87,3,13342.6396484375,15,2,1,1,0,1,9.49872016906738,0,1,0,4,16,"work"
761,10,87,4,20610.990234375,12,2,5,0,0,1,9.93357944488525,0,1,0,7,49,"work"
764,10,87,5,10198.25,11,0,0,5,0,1,9.22997188568115,0,1,0,5,25,"work"
765,8,87,5,17183.94921875,12,0,4,0,0,1,9.75173091888428,0,1,0,4,16,"work"
766,10,87,4,13207.3798828125,13,0,4,1,1,1,9.4885311126709,0,1,0,5,25,"work"
768,11,87,3,19619.759765625,15,3,0,0,0,1,9.88429260253906,0,1,0,3,9,"work"
769,10,87,3,26821.51953125,17,1,0,0,0,1,10.1969594955444,0,1,0,1,1,"work"
771,10,87,4,21527.470703125,12,0,6,0,1,1,9.97708511352539,0,1,0,6,36,"work"
773,8,87,3,17175.1796875,11,0,4,0,1,1,9.751220703125,0,1,0,4,16,"work"
774,9,87,2,NA,12,0,0,0,0,1,NA,0,0,0,0,0,"home"
775,11,87,4,NA,12,0,7,0,0,1,NA,0,1,0,7,49,"work"
776,8,87,2,NA,9,0,3,0,0,1,NA,0,0,0,3,9,"home"
777,10,87,3,8861.6201171875,13,1,1,0,0,1,9.08948516845703,0,1,0,2,4,"work"
778,9,87,2,NA,11,0,1,0,0,1,NA,0,0,0,1,1,"home"
781,9,87,4,22220.41015625,12,0,4,0,0,1,10.0087661743164,0,1,0,4,16,"work"
782,8,87,4,14059.150390625,12,0,3,0,0,1,9.55102920532227,0,1,0,3,9,"work"
783,10,87,4,11699.7099609375,9,0,3,0,0,1,9.36731910705566,0,1,0,3,9,"work"
784,11,87,4,11329.2197265625,11,0,10,0,0,1,9.33514022827148,0,1,0,10,100,"work"
785,11,87,4,17803.060546875,10,0,3,0,0,1,9.78712558746338,0,1,0,3,9,"work"
786,11,87,4,28605.80078125,16,0,4,0,1,1,10.2613649368286,0,1,0,4,16,"work"
787,9,87,4,28688.7890625,12,2,0,1,1,1,10.2642612457275,0,1,0,3,9,"work"
788,11,87,4,12187.2001953125,12,0,5,2,0,1,9.40814113616943,0,1,0,7,49,"work"
789,9,87,2,NA,10,0,0,0,0,1,NA,0,0,0,0,0,"home"
790,7,87,4,7538.02978515625,9,0,2,1,1,1,8.92771625518799,0,1,0,3,9,"work"
791,8,87,2,NA,8,0,4,0,0,1,NA,0,0,0,4,16,"home"
792,8,87,4,9262.26953125,7,0,5,0,0,1,9.13370418548584,0,1,0,5,25,"work"
793,8,87,5,6052.6201171875,12,0,2,1,0,1,8.7082462310791,0,1,0,3,9,"work"
