narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60
1,0,0,0.60,11.8,11.8,0,2.0,45.6,7.0,0,1,1
0,0,0,1.00,0.0,0.0,0,1.0,15.6,4.0,0,0,1
3,3,1,0.50,0.0,0.0,0,0.0,0.0,11.0,1,0,1
2,2,1,0.75,0.0,0.0,0,0.0,0.0,18.0,0,0,1
0,0,0,0.67,0.0,0.0,12,0.0,0.0,0.0,0,0,1
0,0,0,0.25,0.0,0.0,12,0.0,0.0,0.0,1,0,1
3,3,3,1.00,0.0,0.0,0,1.0,0.0,2.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,48.9,0.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,339.7,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,129.7,0.0,0,0,1
0,0,0,0.50,17.7,35.4,2,0.0,0.0,5.0,1,0,1
0,0,0,0.50,0.0,0.0,0,4.0,188.6,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,123.1,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,1.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,227.6,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,183.2,0.0,0,0,1
1,0,0,1.00,0.0,0.0,0,3.0,53.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,103.0,0.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,109.7,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,44.0,0.0,0,1,1
3,2,2,0.38,16.0,32.0,2,1.0,0.9,1.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,190.7,0.0,0,1,1
0,0,0,1.00,0.0,0.0,0,2.0,37.3,0.0,1,0,1
0,0,0,0.00,0.0,0.0,0,2.0,33.0,5.0,0,1,1
0,0,0,0.44,0.0,0.0,0,2.0,9.2,3.0,0,0,1
0,0,0,0.25,0.0,0.0,0,0.0,0.0,9.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,271.7,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,170.2,0.0,1,0,1
0,0,0,0.38,40.5,40.5,11,0.0,0.0,3.3,0,0,1
0,0,0,0.50,0.0,0.0,0,3.0,47.5,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,3.0,58.9,0.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,155.8,0.0,0,1,1
1,0,0,0.50,18.9,18.9,0,2.0,5.1,0.0,0,1,0
0,0,0,0.50,0.0,0.0,0,1.0,0.3,15.0,0,0,1
1,1,0,0.38,0.0,0.0,0,0.0,0.0,23.0,1,0,1
0,0,0,0.00,0.0,0.0,0,3.0,29.3,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,22.7,2.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,200.4,0.0,0,0,1
0,0,0,0.60,0.0,0.0,0,2.0,74.4,1.0,0,0,1
2,0,0,0.00,12.1,24.2,0,2.0,2.1,0.0,1,0,0
0,0,0,0.31,4.0,4.0,0,0.0,0.0,4.7,1,0,0
0,0,0,0.33,0.0,0.0,0,4.0,73.1,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,2.0,30.0,2.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,0,0,1
1,0,0,1.00,0.0,0.0,0,3.0,46.2,0.0,0,0,1
2,1,2,0.20,0.0,0.0,0,2.0,14.7,1.0,0,1,1
0,0,0,0.33,0.0,0.0,0,4.0,67.3,0.0,0,0,1
0,0,0,0.40,3.5,7.0,0,0.0,0.0,5.0,0,0,1
0,0,0,0.33,0.0,0.0,0,1.0,3.3,9.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,231.0,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,13.9,1.0,0,0,0
0,0,0,0.67,0.0,0.0,0,3.0,30.2,1.0,0,0,1
1,1,0,0.33,0.0,0.0,0,4.0,145.1,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,4.0,259.3,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,4.0,93.0,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,3.0,34.8,0.0,0,0,1
0,0,0,0.64,12.5,12.5,12,0.0,0.0,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,4.0,179.0,0.0,0,1,1
0,0,0,0.33,47.1,47.1,12,0.0,0.0,0.0,1,0,1
0,0,0,1.00,0.0,0.0,0,2.0,57.2,15.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,51.8,0.0,0,0,1
0,0,0,0.75,0.0,0.0,0,2.0,27.1,2.0,0,0,1
1,0,1,0.00,0.0,0.0,0,0.0,0.0,4.0,0,0,1
0,0,0,0.25,0.0,0.0,0,4.0,72.2,0.0,0,1,0
0,0,0,0.67,0.0,0.0,0,4.0,107.8,0.0,1,0,1
0,0,0,1.00,0.0,0.0,0,3.0,37.5,1.0,0,1,1
0,0,0,0.33,0.0,0.0,0,0.0,0.0,2.0,0,0,1
0,0,0,0.00,0.0,0.0,0,1.0,10.8,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,197.5,0.0,0,0,1
1,1,0,0.20,0.0,0.0,0,4.0,170.7,0.0,0,1,1
0,0,0,0.25,0.0,0.0,0,0.0,0.0,5.0,1,0,1
0,0,0,1.00,0.0,0.0,0,2.0,12.7,0.0,0,0,0
0,0,0,0.40,0.0,0.0,0,0.0,0.0,25.0,0,1,0
0,0,0,1.00,0.0,0.0,0,4.0,232.3,0.0,0,0,1
1,1,0,0.57,0.0,0.0,0,0.0,0.0,7.0,0,0,1
0,0,0,1.00,0.0,0.0,0,2.0,42.0,1.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,7.0,0,0,1
0,0,0,1.00,0.0,0.0,0,3.0,132.9,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,114.6,0.0,1,0,1
0,0,0,0.67,0.0,0.0,0,0.0,0.0,21.0,0,0,0
1,0,0,0.60,8.3,8.3,0,3.0,5.5,0.0,0,0,0
0,0,0,0.50,0.0,0.0,0,4.0,97.2,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,3.0,33.9,0.0,0,1,1
0,0,0,1.00,0.0,0.0,0,4.0,115.6,0.0,0,0,1
0,0,0,0.14,0.0,0.0,0,0.0,0.0,17.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,169.0,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,2.0,0.9,4.0,0,0,1
0,0,0,0.50,0.0,0.0,0,1.0,3.7,5.0,0,1,1
1,1,0,0.20,0.0,0.0,0,0.0,0.0,1.0,0,0,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,1.0,0,0,1
0,0,0,0.43,0.0,0.0,0,0.0,0.0,2.0,0,1,1
1,0,0,0.30,5.6,11.2,6,1.0,11.9,0.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,149.9,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,1.0,7.3,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,93.6,0.0,0,0,1
0,0,0,0.67,0.0,0.0,0,2.0,33.6,3.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,65.6,1.0,0,0,1
1,1,0,0.50,0.0,0.0,0,0.0,0.0,1.0,0,0,1
0,0,0,0.67,0.0,0.0,0,4.0,88.5,0.0,0,1,1
0,0,0,0.67,7.1,7.1,0,0.0,0.0,9.0,0,0,0
0,0,0,1.00,0.0,0.0,0,2.0,43.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,27.0,0.0,0,0,1
2,0,2,1.00,0.0,0.0,0,1.0,8.8,1.0,0,0,1
1,1,1,0.29,0.0,0.0,0,0.0,0.0,5.0,0,1,1
0,0,0,1.00,0.0,0.0,0,3.0,90.5,5.0,0,0,1
0,0,0,1.00,0.0,0.0,0,2.0,40.7,0.0,0,0,1
1,0,1,0.50,0.0,0.0,0,4.0,43.0,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,1.0,7.7,1.0,0,0,1
0,0,0,0.40,0.0,0.0,0,4.0,7.1,0.0,0,0,1
2,1,2,0.20,0.0,0.0,0,0.0,0.0,6.0,1,0,0
0,0,0,0.40,0.0,0.0,0,0.0,0.0,7.0,1,0,0
0,0,0,0.00,0.0,0.0,0,4.0,111.8,0.0,1,0,1
0,0,0,1.00,0.0,0.0,0,1.0,1.5,25.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,227.5,0.0,0,1,1
1,1,0,0.00,0.0,0.0,0,4.0,90.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,1.0,4.3,0.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,108.6,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,3.0,0,1,1
1,1,0,0.33,0.0,0.0,0,2.0,7.2,6.0,0,0,1
0,0,0,1.00,0.0,0.0,0,1.0,35.1,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,25.1,0.0,0,0,1
0,0,0,0.42,0.0,0.0,0,1.0,0.1,0.0,0,0,1
0,0,0,0.25,0.0,0.0,0,2.0,19.1,7.0,0,0,0
0,0,0,0.33,9.9,9.9,0,4.0,70.2,0.0,1,0,0
1,0,0,0.00,39.0,39.0,0,2.0,6.5,2.0,0,0,0
0,0,0,1.00,0.0,0.0,0,0.0,0.0,1.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,53.8,7.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,0,0,1
0,0,0,0.50,0.0,0.0,0,0.0,0.0,9.0,1,0,0
0,0,0,0.57,9.7,29.1,12,0.0,0.0,0.0,0,0,0
0,0,0,0.33,0.0,0.0,0,2.0,1.3,5.0,0,0,1
0,0,0,1.00,0.0,0.0,0,4.0,136.7,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,140.5,0.0,0,0,1
1,1,0,0.67,0.0,0.0,0,4.0,162.9,0.0,0,1,1
2,1,0,0.00,0.0,0.0,0,1.0,2.9,2.0,0,0,1
0,0,0,0.25,0.0,0.0,0,1.0,2.5,1.0,0,0,1
3,2,0,0.42,0.0,0.0,0,0.0,0.0,5.0,1,0,1
0,0,0,0.64,0.0,0.0,0,4.0,48.6,0.0,1,0,0
1,1,0,0.56,0.0,0.0,0,0.0,0.0,9.0,0,0,1
0,0,0,0.50,0.0,0.0,0,2.0,32.2,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,2.0,0,1,1
0,0,0,0.43,0.0,0.0,0,3.0,21.0,0.0,0,1,1
0,0,0,0.50,0.0,0.0,0,4.0,21.1,0.0,0,0,1
0,0,0,0.33,0.0,0.0,0,1.0,4.6,0.0,0,0,0
1,1,1,0.00,0.0,0.0,0,4.0,54.8,0.0,1,0,1
1,1,0,0.75,0.0,0.0,0,4.0,27.3,0.0,0,0,0
1,1,0,0.00,0.0,0.0,0,0.0,0.0,7.0,1,0,0
1,1,0,0.20,11.9,11.9,0,0.0,0.0,9.0,0,0,0
0,0,0,0.67,0.0,0.0,0,2.0,5.6,1.0,1,0,0
0,0,0,0.00,0.0,0.0,0,4.0,54.7,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,2.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,147.2,0.0,0,0,1
1,0,0,0.50,0.0,0.0,0,1.0,1.8,7.0,0,1,0
1,0,0,1.00,0.0,0.0,0,4.0,101.6,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,9.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,44.2,0.0,0,1,1
2,1,1,0.63,0.0,0.0,0,0.0,0.0,2.0,0,1,1
1,1,0,1.00,0.0,0.0,0,2.0,6.8,0.0,0,1,0
0,0,0,1.00,0.0,0.0,0,4.0,107.7,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,6.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,156.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,63.9,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,93.7,0.0,0,0,1
1,0,0,0.40,0.0,0.0,0,0.0,0.0,1.0,1,0,1
1,1,1,0.50,0.0,0.0,0,2.0,11.9,0.0,0,1,0
0,0,0,0.33,4.3,12.9,0,0.0,0.0,5.0,0,0,0
0,0,0,0.20,0.0,0.0,0,0.0,0.0,5.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,143.6,0.0,0,0,0
1,1,0,0.25,13.3,13.3,1,0.0,0.0,19.4,0,0,0
1,1,0,1.00,0.0,0.0,0,0.0,0.0,17.0,0,1,1
0,0,0,1.00,0.0,0.0,0,4.0,238.1,0.0,0,0,0
0,0,0,0.33,0.0,0.0,0,1.0,10.1,0.0,1,0,0
1,1,1,0.33,0.0,0.0,0,1.0,4.1,4.0,1,0,0
1,0,0,0.00,0.0,0.0,0,2.0,18.7,1.0,0,0,0
2,1,0,0.00,0.0,0.0,0,4.0,215.2,0.0,1,0,1
2,2,1,0.17,0.0,0.0,0,0.0,0.0,2.0,0,0,0
1,1,0,0.67,0.0,0.0,0,1.0,0.7,1.0,0,1,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,4.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,99.7,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,0.0,0.0,2.0,0,0,0
0,0,0,0.50,0.0,0.0,0,3.0,76.6,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,87.4,0.0,0,0,1
0,0,0,0.29,0.0,0.0,0,0.0,0.0,18.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,3.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,15.5,2.0,0,0,1
0,0,0,0.25,0.0,0.0,0,0.0,0.0,2.0,0,0,0
1,1,1,0.14,0.0,0.0,0,0.0,0.0,9.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,157.2,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,106.4,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,46.2,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,60.9,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,152.9,0.0,0,0,0
1,1,1,0.00,0.0,0.0,0,3.0,34.0,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,66.7,0.0,0,1,0
1,0,0,0.60,0.0,0.0,0,2.0,63.4,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,3.0,37.3,6.0,0,0,1
2,1,0,0.80,0.0,0.0,0,2.0,25.9,2.0,0,0,0
0,0,0,0.63,5.5,5.5,0,4.0,124.8,0.0,1,0,0
0,0,0,0.00,0.0,0.0,0,3.0,81.3,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,2.0,23.5,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,33.0,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,114.6,0.0,0,0,1
1,1,1,0.25,0.0,0.0,0,0.0,0.0,14.0,0,1,0
1,1,0,0.00,0.0,0.0,0,4.0,29.3,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,23.7,0.0,0,1,1
0,0,0,0.50,0.0,0.0,0,1.0,3.3,1.0,0,1,0
0,0,0,1.00,0.0,0.0,0,1.0,1.5,2.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,39.6,0.0,1,0,0
0,0,0,0.40,0.0,0.0,0,3.0,44.3,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,4.0,49.1,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,159.5,0.0,0,1,0
0,0,0,0.67,0.0,0.0,0,4.0,52.7,0.0,0,0,0
0,0,0,0.25,0.0,0.0,0,0.0,0.0,8.0,1,0,0
0,0,0,0.50,0.0,0.0,0,3.0,90.0,1.0,0,0,0
1,1,0,1.00,0.0,0.0,0,1.0,12.1,0.0,1,0,0
2,2,2,0.29,0.0,0.0,2,1.0,15.9,13.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,47.8,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,2.0,7.9,24.0,0,0,1
0,0,0,0.40,0.0,0.0,0,1.0,1.0,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,229.8,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,3.0,20.3,0.0,0,0,0
5,2,1,0.00,0.0,0.0,0,0.0,0.0,1.0,1,0,0
3,1,3,0.38,0.0,0.0,0,2.0,25.6,0.0,0,1,0
0,0,0,1.00,0.0,0.0,0,0.0,0.0,11.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,0,0,0
2,2,1,0.42,0.0,0.0,2,0.0,0.0,12.0,1,0,0
0,0,0,0.50,0.0,0.0,0,4.0,119.5,0.0,0,1,1
0,0,0,0.29,0.0,0.0,0,1.0,1.6,13.0,0,1,1
0,0,0,0.17,0.0,0.0,0,0.0,0.0,5.0,0,1,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,2.0,0,0,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,7.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,180.1,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,37.4,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,102.5,0.0,0,0,1
2,2,0,0.36,0.0,0.0,0,1.0,13.1,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,4.0,87.0,0.0,0,1,1
0,0,0,0.67,0.0,0.0,0,4.0,65.8,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,98.2,24.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,0,0,1
4,2,0,0.25,20.6,41.2,2,0.0,0.0,3.0,0,1,0
0,0,0,0.38,0.0,0.0,0,1.0,6.9,5.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,144.5,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,0,0,0
0,0,0,0.50,0.0,0.0,0,0.0,0.0,7.0,1,0,1
1,1,0,0.00,0.0,0.0,0,4.0,7.9,0.0,0,1,1
0,0,0,1.00,0.0,0.0,0,4.0,159.4,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,2.0,14.3,0.0,1,0,0
0,0,0,0.50,0.0,0.0,0,2.0,1.6,0.0,0,0,1
1,0,1,0.56,0.0,0.0,0,0.0,0.0,4.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,145.7,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,3.0,29.0,0.0,1,0,1
0,0,0,0.25,0.0,0.0,0,4.0,114.6,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,126.3,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,4.0,118.1,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,51.3,3.0,0,0,0
0,0,0,0.50,0.0,0.0,12,0.0,0.0,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,4.0,113.0,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,0.0,0.0,6.0,0,0,0
0,0,0,1.00,17.0,17.0,0,4.0,60.1,0.0,0,1,0
3,3,2,0.63,7.1,14.2,4,1.0,15.0,0.0,1,0,0
0,0,0,1.00,0.0,0.0,0,3.0,27.6,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,2.0,17.4,1.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,214.3,0.0,0,0,1
0,0,0,0.40,8.1,8.1,0,3.0,22.7,8.0,0,0,0
0,0,0,0.50,4.9,14.7,12,0.0,0.0,6.0,0,0,0
0,0,0,0.50,0.0,0.0,0,4.0,280.1,0.0,0,0,1
1,1,0,0.75,0.0,0.0,0,1.0,8.9,7.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,541.0,0.0,0,1,1
0,0,0,1.00,0.0,0.0,0,4.0,152.0,0.0,0,0,0
0,0,0,0.67,0.0,0.0,0,2.0,63.1,1.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,1.0,1,0,0
1,1,0,0.00,0.0,0.0,0,0.0,0.0,13.0,1,0,0
0,0,0,0.43,0.9,0.9,0,4.0,61.0,0.0,0,0,1
0,0,0,0.29,0.0,0.0,0,3.0,91.5,0.0,0,0,0
0,0,0,0.50,9.0,18.0,0,4.0,45.7,0.0,1,0,0
0,0,0,0.00,0.0,0.0,0,4.0,106.5,0.0,0,0,0
12,6,8,0.29,0.0,0.0,0,1.0,5.3,2.0,0,0,0
0,0,0,0.00,0.0,0.0,0,3.0,73.7,2.0,0,1,1
1,0,0,1.00,0.0,0.0,0,2.0,11.5,4.0,0,0,0
3,3,2,0.36,1.1,1.1,0,0.0,0.0,1.0,0,0,0
0,0,0,0.33,0.0,0.0,0,4.0,82.1,0.0,0,0,0
0,0,0,0.50,0.0,0.0,0,4.0,275.8,0.0,0,0,0
2,2,2,0.40,0.0,0.0,0,0.0,0.0,12.0,1,0,0
0,0,0,0.33,0.0,0.0,0,1.0,10.4,7.0,1,0,0
1,1,1,1.00,0.0,0.0,0,2.0,6.1,1.0,0,1,0
2,1,0,0.00,0.0,0.0,0,0.0,0.0,3.0,1,0,0
0,0,0,0.00,0.0,0.0,0,1.0,2.1,2.0,0,0,0
0,0,0,1.00,0.0,0.0,0,3.0,38.4,0.0,0,0,0
1,1,1,0.67,0.0,0.0,0,0.0,0.0,1.0,0,1,0
1,1,1,0.36,11.6,11.6,0,2.0,16.3,5.0,0,1,0
0,0,0,1.00,0.0,0.0,0,3.0,105.7,1.0,0,1,1
0,0,0,0.00,0.0,0.0,0,4.0,45.7,0.0,0,1,0
1,1,1,0.38,0.0,0.0,0,0.0,0.0,2.0,0,0,1
0,0,0,0.00,0.0,0.0,0,1.0,0.8,2.0,0,1,0
0,0,0,0.00,0.0,0.0,0,1.0,7.8,2.0,0,1,0
0,0,0,0.33,0.0,0.0,0,2.0,5.9,1.0,0,0,0
0,0,0,1.00,0.0,0.0,0,3.0,103.6,1.0,0,0,1
1,1,1,0.17,0.0,0.0,0,4.0,30.4,0.0,0,0,0
2,2,0,0.60,2.6,2.6,0,0.0,0.0,6.7,1,0,0
0,0,0,0.67,0.0,0.0,0,1.0,5.4,0.0,1,0,0
0,0,0,0.00,0.0,0.0,0,4.0,275.6,0.0,0,1,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,2.0,1,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,5.0,0,0,0
0,0,0,0.53,0.0,0.0,0,0.0,0.0,8.0,0,1,0
0,0,0,0.00,0.0,0.0,0,4.0,83.1,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,149.0,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,0.0,0.0,1.0,0,1,1
0,0,0,0.67,0.0,0.0,0,1.0,2.2,6.0,0,1,0
0,0,0,0.67,0.0,0.0,0,2.0,50.3,1.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,169.8,0.0,1,0,1
0,0,0,0.00,0.0,0.0,0,4.0,35.9,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,4.0,120.7,0.0,0,1,0
0,0,0,0.50,0.0,0.0,0,3.0,43.4,4.0,0,0,0
0,0,0,0.25,0.0,0.0,0,3.0,72.2,0.0,0,0,0
0,0,0,1.00,0.0,0.0,0,2.0,36.1,1.0,0,1,0
0,0,0,0.00,0.0,0.0,0,2.0,39.0,1.0,0,0,0
1,1,0,0.29,0.0,0.0,0,1.0,0.8,1.0,1,0,0
1,0,0,0.33,0.0,0.0,0,4.0,72.1,0.0,0,0,1
0,0,0,0.33,0.0,0.0,0,3.0,58.2,3.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,160.3,0.0,1,0,0
1,1,1,0.33,0.0,0.0,5,0.0,0.0,5.0,0,0,0
0,0,0,0.50,0.0,0.0,0,0.0,0.0,1.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,114.0,0.0,0,0,1
0,0,0,0.50,0.0,0.0,0,3.0,58.5,22.0,0,1,0
1,1,1,0.50,0.0,0.0,0,4.0,45.4,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,3.0,1,0,0
0,0,0,0.50,0.0,0.0,0,3.0,37.4,0.0,0,1,0
0,0,0,0.50,0.0,0.0,0,4.0,125.7,0.0,0,1,0
0,0,0,0.33,0.0,0.0,0,2.0,17.9,0.0,0,0,0
0,0,0,0.56,0.0,0.0,0,0.0,0.0,5.0,0,0,0
0,0,0,0.14,0.0,0.0,0,3.0,54.5,0.0,0,1,0
1,1,1,0.67,0.0,0.0,0,0.0,0.0,22.0,0,0,1
0,0,0,0.00,11.1,11.1,0,1.0,0.4,2.0,0,0,0
0,0,0,0.50,0.0,0.0,0,2.0,15.5,1.0,1,0,1
0,0,0,1.00,0.0,0.0,0,4.0,189.3,0.0,0,0,0
0,0,0,0.33,0.0,0.0,0,1.0,3.1,0.0,0,0,0
2,1,0,0.40,0.0,0.0,7,1.0,0.2,0.0,0,1,0
0,0,0,1.00,0.0,0.0,0,0.0,0.0,3.0,0,1,0
2,0,0,0.27,0.0,0.0,0,3.0,29.1,0.0,0,0,0
9,6,8,0.50,0.0,0.0,0,1.0,2.2,0.0,1,0,0
0,0,0,0.00,0.0,0.0,0,4.0,219.4,0.0,0,0,0
0,0,0,0.00,0.0,0.0,0,4.0,112.8,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,4.0,172.2,0.0,0,0,1
1,1,1,1.00,0.0,0.0,0,4.0,119.3,0.0,0,0,1
0,0,0,1.00,0.0,0.0,0,3.0,13.1,0.0,0,0,0
0,0,0,0.50,11.6,23.2,0,0.0,0.0,2.0,1,0,0
1,1,1,1.00,0.0,0.0,0,4.0,48.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,37.4,0.0,0,0,0
0,0,0,0.67,0.0,0.0,0,2.0,9.2,0.0,0,0,1
0,0,0,0.33,0.0,0.0,0,4.0,24.7,0.0,0,1,1
0,0,0,1.00,0.0,0.0,0,4.0,109.9,0.0,0,0,0
5,3,4,0.45,0.0,0.0,1,0.0,0.0,1.0,1,0,1
3,0,1,0.40,0.0,0.0,0,4.0,110.5,0.0,0,1,0
0,0,0,0.00,0.0,0.0,0,4.0,29.1,0.0,0,0,0
1,1,1,0.50,0.0,0.0,0,2.0,2.7,1.0,0,1,0
0,0,0,1.00,0.0,0.0,0,4.0,412.9,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,53.5,0.0,0,0,1
0,0,0,0.00,0.0,0.0,0,3.0,156.5,0.0,0,0,1
2,1,1,0.50,0.0,0.0,0,3.0,29.7,1.0,1,0,0
1,0,0,0.50,0.0,0.0,2,0.0,0.0,8.0,0,1,1
0,0,0,1.00,0.0,0.0,0,0.0,0.0,8.0,0,0,1
0,0,0,0.00,0.0,0.0,0,4.0,119.1,0.0,0,0,1
1,0,1,0.50,0.0,0.0,0,3.0,2.9,0.0,0,0,1
0,0,0,0.38,0.0,0.0,0,0.0,0.0,2.0,0,0,0
0,0,0,0.00,0.0,0.0,0,0.0,0.0,7.0,0,0,1
