year,fcode,employ,sales,avgsal,scrap,rework,tothrs,union,grant,d89,d88,totrain,hrsemp,lscrap,lemploy,lsales,lrework,lhrsemp,lscrap_1,grant_1,clscrap,cgrant,clemploy,clsales,lavgsal,clavgsal,cgrant_1,chrsemp,clhrsemp
1988,410635,95,18000000,22000,NA,NA,1,1,0,0,1,1,0.010526,NA,4.553877,16.70588,NA,0.010471,NA,0,NA,0,-0.051293,-0.105360,9.998797,0.000000,0,0.010526,0.010471
1989,410635,85,16000000,22000,NA,NA,20,1,0,1,0,50,11.764710,NA,4.442651,16.58810,NA,2.546684,NA,0,NA,0,-0.111226,-0.117785,9.998797,0.000000,0,11.754180,2.536213
1987,410636,8,386807,14110,NA,NA,NA,0,0,0,0,8,NA,NA,2.079442,12.86568,NA,NA,NA,0,NA,0,NA,NA,9.554639,NA,NA,NA,NA
1988,410636,10,734613,14040,NA,NA,NA,0,0,0,1,10,NA,NA,2.302585,13.50710,NA,NA,NA,0,NA,0,0.223144,0.641419,9.549665,-0.004973,0,NA,NA
1989,410636,8,518842,14126,NA,NA,NA,0,0,1,0,8,NA,NA,2.079442,13.15935,NA,NA,NA,0,NA,0,-0.223144,-0.347745,9.555773,0.006107,0,NA,NA
1987,410639,135,14000000,20384,NA,NA,1,1,0,0,0,50,0.370370,NA,4.905275,16.45457,NA,0.315081,NA,0,NA,0,NA,NA,9.922505,NA,NA,NA,NA
1988,410639,135,15000000,20800,NA,NA,3,1,0,0,1,75,1.666667,NA,4.905275,16.52356,NA,0.980829,NA,0,NA,0,0.000000,0.068995,9.942708,0.020203,0,1.296296,0.665748
1989,410639,144,15500000,20592,NA,NA,5,1,0,1,0,100,3.472222,NA,4.969813,16.55635,NA,1.497885,NA,0,NA,0,0.064538,0.032789,9.932658,-0.010050,0,1.805556,0.517056
1987,410640,13,1656000,19266,NA,NA,240,0,0,0,0,3,55.384620,NA,2.564949,14.31992,NA,4.032197,NA,0,NA,0,NA,NA,9.866097,NA,NA,NA,NA
1988,410640,11,1527000,20867,NA,NA,200,0,0,0,1,2,36.363640,NA,2.397895,14.23882,NA,3.620698,NA,0,NA,0,-0.167054,-0.081101,9.945924,0.079826,0,-19.020980,-0.411498
1989,410640,13,1454000,25154,NA,NA,200,0,0,1,0,2,30.769230,NA,2.564949,14.18983,NA,3.458498,NA,0,NA,0,0.167054,-0.048986,10.132770,0.186849,0,-5.594406,-0.162200
1987,410641,NA,3600000,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,15.09644,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,410641,NA,3900000,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,15.17649,NA,NA,NA,0,NA,0,NA,0.080043,NA,NA,0,NA,NA
1989,410641,NA,5200000,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,15.46417,NA,NA,NA,0,NA,0,NA,0.287683,NA,NA,0,NA,NA
1987,410642,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,410642,NA,NA,NA,NA,NA,45,0,0,0,1,25,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA
1989,410642,NA,NA,NA,NA,NA,45,0,0,1,0,25,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA
1987,410649,30,2100000,25500,NA,NA,NA,0,0,0,0,30,NA,NA,3.401197,14.55745,NA,NA,NA,0,NA,0,NA,NA,10.146430,NA,NA,NA,NA
1988,410649,27,2252000,26000,NA,NA,NA,0,0,0,1,27,NA,NA,3.295837,14.62733,NA,NA,NA,0,NA,0,-0.105360,0.069881,10.165850,0.019418,0,NA,NA
1989,410649,24,1866064,28000,NA,NA,NA,0,0,1,0,24,NA,NA,3.178054,14.43934,NA,NA,NA,0,NA,0,-0.117783,-0.187987,10.239960,0.074108,0,NA,NA
1987,410653,14,1950000,16000,1.06,NA,NA,1,0,0,0,14,NA,0.058269,2.639057,14.48334,NA,NA,NA,0,NA,0,NA,NA,9.680344,NA,NA,NA,NA
1988,410653,13,1850000,17000,1.03,NA,NA,1,0,0,1,13,NA,0.029559,2.564949,14.43070,NA,NA,0.058269,0,-0.028710,0,-0.074108,-0.052644,9.740969,0.060625,0,NA,NA
1989,410653,12,1550000,18000,1.14,NA,NA,1,0,1,0,12,NA,0.131028,2.484907,14.25377,NA,NA,0.029559,0,0.101470,0,-0.080043,-0.176931,9.798127,0.057159,0,NA,NA
1987,410665,NA,NA,NA,0.05,0.06,0,0,0,0,0,0,NA,-2.995732,NA,NA,-2.813411,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,410665,12,1000000,29120,0.08,0.03,16,0,0,0,1,2,2.666667,-2.525729,2.484907,13.81551,-3.506558,1.299283,-2.995732,0,0.470004,0,NA,NA,10.279180,NA,0,NA,NA
1989,410665,14,1200000,29120,0.03,0.09,16,0,0,1,0,4,4.571429,-3.506558,2.639057,13.99783,-2.407946,1.717651,-2.525729,0,-0.980829,0,0.154151,0.182321,10.279180,0.000000,0,1.904762,0.418368
1987,410679,30,NA,26000,NA,3.00,NA,0,0,0,0,30,NA,NA,3.401197,NA,1.098612,NA,NA,0,NA,0,NA,NA,10.165850,NA,NA,NA,NA
1988,410679,30,NA,26000,NA,3.00,NA,0,0,0,1,30,NA,NA,3.401197,NA,1.098612,NA,NA,0,NA,0,0.000000,NA,10.165850,0.000000,0,NA,NA
1989,410679,28,NA,27000,NA,3.00,NA,0,0,1,0,28,NA,NA,3.332205,NA,1.098612,NA,NA,0,NA,0,-0.068993,NA,10.203590,0.037741,0,NA,NA
1987,410680,27,2873000,19762,NA,NA,100,0,0,0,0,14,51.851850,NA,3.295837,14.87087,NA,3.967493,NA,0,NA,0,NA,NA,9.891516,NA,NA,NA,NA
1988,410680,61,6097000,21120,NA,NA,50,0,0,0,1,5,4.098361,NA,4.110874,15.62331,NA,1.628919,NA,0,NA,0,0.815037,0.752440,9.957975,0.066460,0,-47.753490,-2.338574
1989,410680,52,5670000,22360,NA,NA,70,0,0,1,0,9,12.115390,NA,3.951244,15.55070,NA,2.573786,NA,0,NA,0,-0.159630,-0.072608,10.015030,0.057054,0,8.017025,0.944867
1987,410685,24,2213235,20004,0.14,NA,NA,0,0,0,0,24,NA,-1.966113,3.178054,14.60997,NA,NA,NA,0,NA,0,NA,NA,9.903687,NA,NA,NA,NA
1988,410685,20,2100943,19078,0.16,NA,NA,0,0,0,1,20,NA,-1.832582,2.995732,14.55790,NA,NA,-1.966113,0,0.133531,0,-0.182321,-0.052070,9.856291,-0.047397,0,NA,NA
1989,410685,20,2174049,21099,0.23,NA,NA,0,0,1,0,20,NA,-1.469676,2.995732,14.59210,NA,NA,-1.832582,0,0.362906,0,0.000000,0.034205,9.956981,0.100690,0,NA,NA
1987,410686,6,2100000,16640,NA,NA,0,0,0,0,0,0,0.000000,NA,1.791759,14.55745,NA,0.000000,NA,0,NA,0,NA,NA,9.719564,NA,NA,NA,NA
1988,410686,7,1800000,18720,NA,NA,10,0,0,0,1,2,2.857143,NA,1.945910,14.40330,NA,1.349927,NA,0,NA,0,0.154151,-0.154150,9.837348,0.117783,0,2.857143,1.349927
1989,410686,6,1600000,20800,NA,NA,0,0,0,1,0,0,0.000000,NA,1.791759,14.28551,NA,0.000000,NA,0,NA,0,-0.154151,-0.117783,9.942708,0.105360,0,-2.857143,-1.349927
1987,418006,63,NA,25900,NA,NA,0,0,0,0,0,0,0.000000,NA,4.143135,NA,NA,0.000000,NA,0,NA,0,NA,NA,10.162000,NA,NA,NA,NA
1988,418006,57,NA,25300,NA,NA,45,0,1,0,1,24,18.947370,NA,4.043051,NA,NA,2.993097,NA,0,NA,1,-0.100083,NA,10.138560,-0.023439,0,18.947370,2.993097
1989,418006,59,NA,26800,NA,NA,40,0,0,1,0,35,23.728810,NA,4.077538,NA,NA,3.207969,NA,1,NA,-1,0.034486,NA,10.196160,0.057598,1,4.781445,0.214872
1987,418007,26,2200000,10712,NA,1.90,NA,1,0,0,0,26,NA,NA,3.258096,14.60397,0.641854,NA,NA,0,NA,0,NA,NA,9.279119,NA,NA,NA,NA
1988,418007,24,1800000,10940,NA,2.60,NA,1,0,0,1,24,NA,NA,3.178054,14.40330,0.955511,NA,NA,0,NA,0,-0.080043,-0.200670,9.300181,0.021062,0,NA,NA
1989,418007,21,1700000,11148,NA,1.20,NA,1,0,1,0,21,NA,NA,3.044523,14.34614,0.182322,NA,NA,0,NA,0,-0.133531,-0.057159,9.319016,0.018834,0,NA,NA
1987,418008,10,900000,NA,NA,NA,0,0,0,0,0,3,0.000000,NA,2.302585,13.71015,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,418008,10,1200000,NA,NA,NA,16,0,1,0,1,10,16.000000,NA,2.302585,13.99783,NA,2.833213,NA,0,NA,1,0.000000,0.287683,NA,NA,0,16.000000,2.833213
1989,418008,12,1100000,20000,NA,NA,0,0,0,1,0,1,0.000000,NA,2.484907,13.91082,NA,0.000000,NA,1,NA,-1,0.182321,-0.087011,9.903487,NA,1,-16.000000,-2.833213
1987,418011,70,4200000,12400,10.00,9.00,0,1,0,0,0,0,0.000000,2.302585,4.248495,15.25060,2.197225,0.000000,NA,0,NA,0,NA,NA,9.425451,NA,NA,NA,NA
1988,418011,50,3740000,13400,3.00,3.00,43,1,1,0,1,10,8.600000,1.098612,3.912023,15.13460,1.098612,2.261763,2.302585,0,-1.203973,1,-0.336472,-0.115999,9.503010,0.077559,0,8.600000,2.261763
1989,418011,30,2040000,14000,2.00,1.00,40,1,0,1,0,5,6.666667,0.693147,3.401197,14.52846,0.000000,2.036882,1.098612,1,-0.405465,-1,-0.510826,-0.606135,9.546813,0.043803,1,-1.933334,-0.224881
1987,418013,20,750000,14560,NA,0.27,40,0,0,0,0,2,4.000000,NA,2.995732,13.52783,-1.309333,1.609438,NA,0,NA,0,NA,NA,9.586033,NA,NA,NA,NA
1988,418013,18,800000,16640,NA,0.25,60,0,1,0,1,3,10.000000,NA,2.890372,13.59237,-1.386294,2.397895,NA,0,NA,1,-0.105360,0.064539,9.719564,0.133532,0,6.000000,0.788457
1989,418013,20,950000,17680,NA,0.21,40,0,0,1,0,3,6.000000,NA,2.995732,13.76422,-1.560648,1.945910,NA,1,NA,-1,0.105360,0.171850,9.780190,0.060625,1,-4.000000,-0.451985
1987,418014,9,6802180,13478,NA,NA,256,0,0,0,0,2,56.888890,NA,2.197225,15.73275,NA,4.058526,NA,0,NA,0,NA,NA,9.508814,NA,NA,NA,NA
1988,418014,12,936477,14269,NA,NA,281,0,1,0,1,7,163.916700,NA,2.484907,13.74988,NA,5.105440,NA,0,NA,1,0.287682,-1.982874,9.565845,0.057031,0,107.027800,1.046915
1989,418014,17,1437883,15558,NA,NA,256,0,0,1,0,5,75.294120,NA,2.833213,14.17868,NA,4.334596,NA,1,NA,-1,0.348307,0.428802,9.652330,0.086486,1,-88.622550,-0.770845
1987,418021,11,1850000,12500,1.00,1.00,0,0,0,0,0,0,0.000000,0.000000,2.397895,14.43070,0.000000,0.000000,NA,0,NA,0,NA,NA,9.433484,NA,NA,NA,NA
1988,418021,13,2078000,13100,1.00,1.00,40,0,1,0,1,2,6.153846,0.000000,2.564949,14.54692,0.000000,1.967650,0.000000,0,0.000000,1,0.167054,0.116220,9.480368,0.046884,0,6.153846,1.967650
1989,418021,13,2040000,13800,1.00,1.00,10,0,0,1,0,2,1.538462,0.000000,2.564949,14.52846,0.000000,0.931558,0.000000,1,0.000000,-1,0.000000,-0.018455,9.532424,0.052056,1,-4.615385,-1.036092
1987,418024,40,5500000,10400,NA,NA,0,0,0,0,0,0,0.000000,NA,3.688879,15.52026,NA,0.000000,NA,0,NA,0,NA,NA,9.249561,NA,NA,NA,NA
1988,418024,60,6000000,10400,NA,NA,40,0,1,0,1,57,38.000000,NA,4.094345,15.60727,NA,3.663562,NA,0,NA,1,0.405465,0.087011,9.249561,0.000000,0,38.000000,3.663562
1989,418024,100,7000000,11020,NA,NA,20,0,0,1,0,10,2.000000,NA,4.605170,15.76142,NA,1.098612,NA,1,NA,-1,0.510826,0.154150,9.307467,0.057906,1,-36.000000,-2.564949
1987,418035,30,1269000,14000,6.00,12.00,0,0,0,0,0,0,0.000000,1.791759,3.401197,14.05374,2.484907,0.000000,NA,0,NA,0,NA,NA,9.546813,NA,NA,NA,NA
1988,418035,30,1681000,14500,5.00,11.00,23,0,1,0,1,24,18.400000,1.609438,3.401197,14.33490,2.397895,2.965273,1.791759,0,-0.182321,1,0.000000,0.281159,9.581903,0.035090,0,18.400000,2.965273
1989,418035,31,1814000,15000,3.00,9.00,0,0,0,1,0,0,0.000000,1.098612,3.433987,14.41105,2.197225,0.000000,1.609438,1,-0.510826,-1,0.032790,0.076146,9.615806,0.033902,1,-18.400000,-2.965273
1987,418036,485,NA,17888,NA,NA,10,0,0,0,0,15,0.309278,NA,6.184149,NA,NA,0.269476,NA,0,NA,0,NA,NA,9.791885,NA,NA,NA,NA
1988,418036,500,NA,18637,NA,NA,46,0,1,0,1,24,2.208000,NA,6.214608,NA,NA,1.165648,NA,0,NA,1,0.030459,NA,9.832904,0.041018,0,1.898722,0.896172
1989,418036,525,NA,19386,NA,NA,10,0,0,1,0,15,0.285714,NA,6.263398,NA,NA,0.251314,NA,1,NA,-1,0.048790,NA,9.872307,0.039403,1,-1.922286,-0.914333
1987,418045,15,2000000,18000,2.00,1.00,30,0,0,0,0,2,4.000000,0.693147,2.708050,14.50866,0.000000,1.609438,NA,0,NA,0,NA,NA,9.798127,NA,NA,NA,NA
1988,418045,15,2500000,20000,2.00,1.00,40,0,0,0,1,3,8.000000,0.693147,2.708050,14.73180,0.000000,2.197225,0.693147,0,0.000000,0,0.000000,0.223144,9.903487,0.105360,0,4.000000,0.587787
1989,418045,15,3500000,22000,2.00,1.00,150,0,0,1,0,15,150.000000,0.693147,2.708050,15.06827,0.000000,5.017280,0.693147,0,0.000000,0,0.000000,0.336473,9.998797,0.095310,0,142.000000,2.820055
1987,418046,15,NA,13000,NA,NA,0,0,0,0,0,0,0.000000,NA,2.708050,NA,NA,0.000000,NA,0,NA,0,NA,NA,9.472705,NA,NA,NA,NA
1988,418046,20,NA,12000,NA,NA,24,0,1,0,1,20,24.000000,NA,2.995732,NA,NA,3.218876,NA,0,NA,1,0.287682,NA,9.392662,-0.080043,0,24.000000,3.218876
1989,418046,25,NA,12000,NA,NA,4,0,0,1,0,25,4.000000,NA,3.218876,NA,NA,1.609438,NA,1,NA,-1,0.223144,NA,9.392662,0.000000,1,-20.000000,-1.609438
1987,418051,NA,NA,NA,0.45,0.14,25,1,0,0,0,30,NA,-0.798508,NA,NA,-1.966113,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,418051,NA,NA,NA,0.50,0.17,13,1,1,0,1,199,NA,-0.693147,NA,NA,-1.771957,NA,-0.798508,0,0.105361,1,NA,NA,NA,NA,0,NA,NA
1989,418051,NA,NA,NA,0.50,0.17,20,1,0,1,0,15,NA,-0.693147,NA,NA,-1.771957,NA,-0.693147,1,0.000000,-1,NA,NA,NA,NA,1,NA,NA
1987,418052,6,400000,25861,NA,NA,0,0,0,0,0,0,0.000000,NA,1.791759,12.89922,NA,0.000000,NA,0,NA,0,NA,NA,10.160490,NA,NA,NA,NA
1988,418052,5,500000,25168,NA,NA,55,0,1,0,1,5,55.000000,NA,1.609438,13.12236,NA,4.025352,NA,0,NA,1,-0.182321,0.223144,10.133330,-0.027163,0,55.000000,4.025352
1989,418052,7,600000,23625,NA,NA,0,0,0,1,0,0,0.000000,NA,1.945910,13.30468,NA,0.000000,NA,1,NA,-1,0.336472,0.182321,10.070060,-0.063268,1,-55.000000,-4.025352
1987,418054,60,3330457,11500,1.25,NA,0,0,0,0,0,3,0.000000,0.223143,4.094345,15.01862,NA,0.000000,NA,0,NA,0,NA,NA,9.350102,NA,NA,NA,NA
1988,418054,65,3765312,12500,1.54,NA,40,0,1,0,1,3,1.846154,0.431782,4.174387,15.14134,NA,1.045969,0.223143,0,0.208639,1,0.080043,0.122721,9.433484,0.083382,0,1.846154,1.045969
1989,418054,56,3533090,13200,0.96,NA,10,0,0,1,0,0,0.000000,-0.040822,4.025352,15.07768,NA,0.000000,0.431782,1,-0.472604,-1,-0.149036,-0.063658,9.487972,0.054488,1,-1.846154,-1.045969
1987,418065,259,26900000,15038,1.30,0.50,6,1,0,0,0,150,3.474904,0.262364,5.556828,17.10920,-0.693147,1.498485,NA,0,NA,0,NA,NA,9.618336,NA,NA,NA,NA
1988,418065,331,32200000,15434,1.50,0.70,21,1,1,0,1,244,15.480360,0.405465,5.802118,17.28626,-0.356675,2.802170,0.262364,0,0.143101,1,0.245290,0.177067,9.644328,0.025992,0,12.005460,1.303685
1989,418065,321,31000000,16307,1.00,0.70,6,1,0,1,0,180,3.364486,0.000000,5.771441,17.25098,-0.356675,1.473500,0.405465,1,-0.405465,-1,-0.030677,-0.035284,9.699349,0.055021,1,-12.115880,-1.328669
1987,418066,35,NA,NA,NA,NA,2,0,0,0,0,35,2.000000,NA,3.555348,NA,NA,1.098612,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,418066,34,NA,NA,NA,NA,NA,0,1,0,1,34,NA,NA,3.526361,NA,NA,NA,NA,0,NA,1,-0.028988,NA,NA,NA,0,NA,NA
1989,418066,36,NA,NA,NA,NA,3,0,0,1,0,36,3.000000,NA,3.583519,NA,NA,1.386294,NA,1,NA,-1,0.057159,NA,NA,NA,1,NA,NA
1987,418076,60,3870000,19968,1.06,2.00,50,0,0,0,0,20,16.666670,0.058269,4.094345,15.16877,0.693147,2.871680,NA,0,NA,0,NA,NA,9.901886,NA,NA,NA,NA
1988,418076,70,3882000,20800,0.80,1.50,52,0,1,0,1,41,30.457140,-0.223143,4.248495,15.17186,0.405465,3.448626,0.058269,0,-0.281412,1,0.154150,0.003096,9.942708,0.040822,0,13.790480,0.576947
1989,418076,70,5330000,21840,0.22,0.50,50,0,0,1,0,20,14.285710,-1.514128,4.248495,15.48886,-0.693147,2.726919,-0.223143,1,-1.290984,-1,0.000000,0.317001,9.991498,0.048790,1,-16.171430,-0.721707
1987,418083,125,26000000,20000,3.00,0.05,0,1,0,0,0,0,0.000000,1.098612,4.828314,17.07361,-2.995732,0.000000,NA,0,NA,0,NA,NA,9.903487,NA,NA,NA,NA
1988,418083,120,36000000,20000,2.00,0.00,NA,1,1,0,1,120,NA,0.693147,4.787492,17.39903,NA,NA,1.098612,0,-0.405465,1,-0.040822,0.325422,9.903487,0.000000,0,NA,NA
1989,418083,60,22000000,20000,1.00,0.03,32,1,0,1,0,20,10.666670,0.000000,4.094345,16.90655,-3.506558,2.456736,0.693147,1,-0.693147,-1,-0.693147,-0.492476,9.903487,0.000000,1,NA,NA
1987,418084,40,1200000,10000,NA,NA,200,1,0,0,0,6,30.000000,NA,3.688879,13.99783,NA,3.433987,NA,0,NA,0,NA,NA,9.210340,NA,NA,NA,NA
1988,418084,35,1100000,10300,NA,NA,NA,1,1,0,1,35,NA,NA,3.555348,13.91082,NA,NA,NA,0,NA,1,-0.133531,-0.087011,9.239900,0.029559,0,NA,NA
1989,418084,50,1300000,10700,NA,NA,200,1,0,1,0,6,24.000000,NA,3.912023,14.07788,NA,3.218876,NA,1,NA,-1,0.356675,0.167054,9.277999,0.038099,1,NA,NA
1987,418091,150,11000000,12000,8.18,NA,10,0,0,0,0,20,1.333333,2.101692,5.010635,16.21341,NA,0.847298,NA,0,NA,0,NA,NA,9.392662,NA,NA,NA,NA
1988,418091,175,15000000,14000,0.67,NA,30,0,1,0,1,74,12.685710,-0.400477,5.164786,16.52356,NA,2.616353,2.101692,0,-2.502170,1,0.154150,0.310156,9.546813,0.154151,0,11.352380,1.769055
1989,418091,200,18000000,16000,0.56,NA,20,0,0,1,0,50,5.000000,-0.579819,5.298317,16.70588,NA,1.791759,-0.400477,1,-0.179341,-1,0.133532,0.182321,9.680344,0.133531,1,-7.685715,-0.824593
1987,418097,80,6000000,12480,1.67,15.00,5,0,0,0,0,5,0.312500,0.512824,4.382027,15.60727,2.708050,0.271934,NA,0,NA,0,NA,NA,9.431883,NA,NA,NA,NA
1988,418097,150,7700000,14560,1.17,12.00,30,0,1,0,1,14,2.800000,0.157004,5.010635,15.85673,2.484907,1.335001,0.512824,0,-0.355820,1,0.628609,0.249460,9.586033,0.154150,0,2.487500,1.063067
1989,418097,120,5643000,16640,1.42,10.00,0,0,0,1,0,0,0.000000,0.350657,4.787492,15.54593,2.302585,0.000000,0.157004,1,0.193653,-1,-0.223144,-0.310804,9.719564,0.133532,1,-2.800000,-1.335001
1987,418098,15,NA,9360,NA,NA,0,0,0,0,0,0,0.000000,NA,2.708050,NA,NA,0.000000,NA,0,NA,0,NA,NA,9.144200,NA,NA,NA,NA
1988,418098,18,NA,10400,NA,NA,40,0,1,0,1,18,40.000000,NA,2.890372,NA,NA,3.713572,NA,0,NA,1,0.182321,NA,9.249561,0.105361,0,40.000000,3.713572
1989,418098,22,NA,13520,NA,NA,80,0,0,1,0,3,10.909090,NA,3.091043,NA,NA,2.477302,NA,1,NA,-1,0.200671,NA,9.511926,0.262364,1,-29.090910,-1.236270
1987,418107,10,307501,8500,0.98,NA,10,0,0,0,0,10,10.000000,-0.020203,2.302585,12.63623,NA,2.397895,NA,0,NA,0,NA,NA,9.047821,NA,NA,NA,NA
1988,418107,25,1961818,9000,0.51,NA,83,0,1,0,1,25,83.000000,-0.673345,3.218876,14.48938,NA,4.430817,-0.020203,0,-0.653142,1,0.916291,1.853148,9.104980,0.057159,0,73.000000,2.032921
1989,418107,34,2650786,9400,0.45,NA,15,0,0,1,0,30,13.235290,-0.798508,3.526361,14.79037,NA,2.655724,-0.673345,1,-0.125163,-1,0.307485,0.300985,9.148465,0.043486,1,-69.764710,-1.775092
1987,418109,6,600000,16640,NA,NA,200,0,0,0,0,3,100.000000,NA,1.791759,13.30468,NA,4.615120,NA,0,NA,0,NA,NA,9.719564,NA,NA,NA,NA
1988,418109,12,820000,18304,NA,NA,290,0,1,0,1,5,120.833300,NA,2.484907,13.61706,NA,4.802654,NA,0,NA,1,0.693147,0.312375,9.814875,0.095310,0,20.833340,0.187533
1989,418109,14,1200000,19552,NA,NA,320,0,0,1,0,4,91.428570,NA,2.639057,13.99783,NA,4.526436,NA,1,NA,-1,0.154151,0.380773,9.880833,0.065958,1,-29.404760,-0.276218
1987,418118,16,1608573,35000,1.00,10.00,5,0,0,0,0,10,3.125000,0.000000,2.772589,14.29086,2.302585,1.417066,NA,0,NA,0,NA,NA,10.463100,NA,NA,NA,NA
1988,418118,16,1342236,38000,0.50,5.00,25,0,1,0,1,16,25.000000,-0.693147,2.772589,14.10985,1.609438,3.258096,0.000000,0,-0.693147,1,0.000000,-0.181011,10.545340,0.082238,0,21.875000,1.841030
1989,418118,16,1504283,41000,0.10,1.00,5,0,0,1,0,10,3.125000,-2.302585,2.772589,14.22383,0.000000,1.417066,-0.693147,1,-1.609438,-1,0.000000,0.113980,10.621330,0.075986,1,-21.875000,-1.841030
1987,418124,15,1600000,12000,NA,NA,0,0,0,0,0,0,0.000000,NA,2.708050,14.28551,NA,0.000000,NA,0,NA,0,NA,NA,9.392662,NA,NA,NA,NA
1988,418124,20,1800000,13000,NA,NA,40,0,1,0,1,9,18.000000,NA,2.995732,14.40330,NA,2.944439,NA,0,NA,1,0.287682,0.117783,9.472705,0.080043,0,18.000000,2.944439
1989,418124,26,2000000,16000,NA,NA,8,0,0,1,0,6,1.846154,NA,3.258096,14.50866,NA,1.045969,NA,1,NA,-1,0.262364,0.105360,9.680344,0.207639,1,-16.153850,-1.898470
1987,418125,72,10500000,17700,0.45,NA,10,0,0,0,0,67,9.305555,-0.798508,4.276666,16.16374,NA,2.332683,NA,0,NA,0,NA,NA,9.781320,NA,NA,NA,NA
1988,418125,128,15400000,19350,0.61,NA,31,0,1,0,1,128,31.000000,-0.494296,4.852030,16.55247,NA,3.465736,-0.798508,0,0.304211,1,0.575364,0.388733,9.870448,0.089128,0,21.694440,1.133053
1989,418125,168,23000000,23250,0.60,NA,14,0,0,1,0,108,9.000000,-0.510826,5.123964,16.95012,NA,2.302585,-0.494296,1,-0.016529,-1,0.271934,0.397640,10.054060,0.183612,1,-22.000000,-1.163151
1987,418126,60,5600000,23000,NA,NA,30,0,0,0,0,10,5.000000,NA,4.094345,15.53828,NA,1.791759,NA,0,NA,0,NA,NA,10.043250,NA,NA,NA,NA
1988,418126,50,6200000,25000,NA,NA,48,0,1,0,1,50,48.000000,NA,3.912023,15.64006,NA,3.891820,NA,0,NA,1,-0.182321,0.101782,10.126630,0.083382,0,43.000000,2.100061
1989,418126,48,6300000,27000,NA,NA,30,0,0,1,0,6,3.750000,NA,3.871201,15.65606,NA,1.558145,NA,1,NA,-1,-0.040822,0.016001,10.203590,0.076962,1,-44.250000,-2.333676
1987,418140,17,NA,NA,8.00,NA,0,0,0,0,0,0,0.000000,2.079442,2.833213,NA,NA,0.000000,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,418140,23,NA,NA,4.00,NA,80,0,1,0,1,23,80.000000,1.386294,3.135494,NA,NA,4.394449,2.079442,0,-0.693147,1,0.302281,NA,NA,NA,0,80.000000,4.394449
1989,418140,20,NA,NA,2.50,NA,40,0,0,1,0,6,12.000000,0.916291,2.995732,NA,NA,2.564949,1.386294,1,-0.470004,-1,-0.139762,NA,NA,NA,1,-68.000000,-1.829500
1987,418147,15,726833,9048,NA,NA,0,0,0,0,0,0,0.000000,NA,2.708050,13.49645,NA,0.000000,NA,0,NA,0,NA,NA,9.110299,NA,NA,NA,NA
1988,418147,80,4005963,10088,NA,NA,40,0,0,0,1,40,20.000000,NA,4.382027,15.20329,NA,3.044523,NA,0,NA,0,1.673976,1.706842,9.219102,0.108803,0,20.000000,3.044523
1989,418147,30,2089704,10504,NA,NA,0,0,0,1,0,0,0.000000,NA,3.401197,14.55253,NA,0.000000,NA,0,NA,0,-0.980829,-0.650762,9.259511,0.040409,0,-20.000000,-3.044523
1987,418163,72,7742994,18305,9.00,NA,0,1,0,0,0,0,0.000000,2.197225,4.276666,15.86230,NA,0.000000,NA,0,NA,0,NA,NA,9.814930,NA,NA,NA,NA
1988,418163,70,8273868,19828,7.00,NA,40,1,1,0,1,70,40.000000,1.945910,4.248495,15.92861,NA,3.713572,2.197225,0,-0.251314,1,-0.028171,0.066314,9.894851,0.079921,0,40.000000,3.713572
1989,418163,68,8329656,17893,6.50,NA,0,1,0,1,0,0,0.000000,1.871802,4.219508,15.93533,NA,0.000000,1.945910,1,-0.074108,-1,-0.028987,0.006720,9.792165,-0.102686,1,-40.000000,-3.713572
1987,418168,7,5449674,NA,0.01,NA,40,0,0,0,0,7,40.000000,-4.605170,1.945910,15.51107,NA,3.713572,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
1988,418168,7,6131102,NA,0.11,NA,40,0,0,0,1,7,40.000000,-2.207275,1.945910,15.62889,NA,3.713572,-4.605170,0,2.397895,0,0.000000,0.117819,NA,NA,0,0.000000,0.000000
1989,418168,8,7332464,NA,0.20,NA,0,0,0,1,0,0,0.000000,-1.609438,2.079442,15.80782,NA,0.000000,-2.207275,0,0.597837,0,0.133531,0.178937,NA,NA,0,-40.000000,-3.713572
1987,418177,120,10000000,28080,18.00,3.00,20,1,0,0,0,0,0.000000,2.890372,4.787492,16.11810,1.098612,0.000000,NA,0,NA,0,NA,NA,10.242810,NA,NA,NA,NA
